id,name,website,industry,area,careers_url,job_title,job_category,salary_range,experience_level
ananth-technologies,"Ananth Technologies",https://ananthtech.com/,"SaaS & Enterprise","HITEC City",https://ananthtech.com/careers,,,,
astra-microwave-products,"Astra Microwave Products",https://www.astramwp.com/,"SaaS & Enterprise","HITEC City",https://www.astramwp.com/careers,,,,
mtar-technologies,"MTAR Technologies",https://mtar.in/,"SaaS & Enterprise","HITEC City",https://mtar.in/careers,,,,
indian-immunologicals,"Indian Immunologicals",https://www.indimmune.com/,"SaaS & Enterprise","HITEC City",https://www.indimmune.com/careers,,,,
aurobindo-pharma,"Aurobindo Pharma",https://www.aurobindo.com/,"SaaS & Enterprise","HITEC City",https://www.aurobindo.com/careers,,,,
sai-life-sciences,"Sai Life Sciences",https://www.sailife.com/,"SaaS & Enterprise","HITEC City",https://www.sailife.com/careers,,,,
granules-india,"Granules India",https://granulesindia.com/,"SaaS & Enterprise","HITEC City",https://granulesindia.com/careers,,,,
gland-pharma,"Gland Pharma",https://glandpharma.com/,"SaaS & Enterprise","HITEC City",https://glandpharma.com/careers,,,,
natco-pharma,"Natco Pharma",https://www.natcopharma.co.in/,"SaaS & Enterprise","HITEC City",https://www.natcopharma.co.in/careers,,,,
yashoda-hospitals,"Yashoda Hospitals",https://www.yashodahospitals.com/,"SaaS & Enterprise","HITEC City",https://www.yashodahospitals.com/careers,,,,
care-hospitals,"CARE Hospitals",https://www.carehospitals.com/,"SaaS & Enterprise","HITEC City",https://www.carehospitals.com/careers,,,,
kims-hospitals,"KIMS Hospitals",https://www.kimshospitals.com/,"SaaS & Enterprise","HITEC City",https://www.kimshospitals.com/careers,,,,
virinchi-hospitals,"Virinchi Hospitals",https://www.virinchihospitals.com/,"SaaS & Enterprise","HITEC City",https://www.virinchihospitals.com/careers,,,,
yellowai,"Yellow.ai",https://yellow.ai/,"SaaS & Enterprise","HITEC City",https://yellow.ai/careers,,,,
phenom,"Phenom",https://www.phenom.com/,"SaaS & Enterprise","HITEC City",https://www.phenom.com/careers,,,,
innominds,"Innominds",https://www.innominds.com/,"SaaS & Enterprise","HITEC City",https://www.innominds.com/careers,,,,
sahaj-software,"Sahaj Software",https://www.sahajsoft.com/,"SaaS & Enterprise","HITEC City",https://www.sahajsoft.com/careers,,,,
cloud4c,"Cloud4C",https://www.cloud4c.com/,"SaaS & Enterprise","HITEC City",https://www.cloud4c.com/careers,,,,
cigniti,"Cigniti",https://www.cigniti.com/,"SaaS & Enterprise","HITEC City",https://www.cigniti.com/careers,,,,
ecil,"ECIL",https://www.ecil.co.in/,"SaaS & Enterprise","HITEC City",https://www.ecil.co.in/careers,,,,
midhani,"MIDHANI",https://midhani-india.in/,"SaaS & Enterprise","HITEC City",https://midhani-india.in/careers,,,,
amara-raja-energy-and-mobility,"Amara Raja Energy and Mobility",https://www.amararaja.com/,"SaaS & Enterprise","HITEC City",https://www.amararaja.com/careers,,,,
tie-hyderabad,"TiE Hyderabad",https://tiehyderabad.org/,"SaaS & Enterprise","HITEC City",https://tiehyderabad.org/careers,,,,
hysea,"HYSEA",https://hysea.in/,"SaaS & Enterprise","HITEC City",https://hysea.in/careers,,,,
happi-mobiles,"Happi Mobiles",https://happimobiles.com,"E-Commerce & Consumer","Madhapur",https://happimobiles.com/careers,,,,
detente-technologies-pvt-ltd,"Detente Technologies Pvt Ltd",https://www.google.com/search?q=Detente%20Technologies%20Pvt%20Ltd+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Detente%20Technologies%20Pvt%20Ltd+Hyderabad/careers,,,,
gasreliefcom,"GasRelief.com",https://www.google.com/search?q=GasRelief.com+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=GasRelief.com+Hyderabad/careers,,,,
intellogi-global-solutions-pvt-ltd,"Intellogi Global Solutions Pvt Ltd",https://www.google.com/search?q=Intellogi%20Global%20Solutions%20Pvt%20Ltd+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Intellogi%20Global%20Solutions%20Pvt%20Ltd+Hyderabad/careers,,,,
actlogica-solutions,"actlogica solutions",https://www.google.com/search?q=actlogica%20solutions+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=actlogica%20solutions+Hyderabad/careers,,,,
adiabatic-technologies,"Adiabatic Technologies",https://www.google.com/search?q=Adiabatic%20Technologies+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Adiabatic%20Technologies+Hyderabad/careers,,,,
hesa-enterprises,"Hesa Enterprises",https://www.google.com/search?q=Hesa%20Enterprises+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Hesa%20Enterprises+Hyderabad/careers,,,,
publicvibe,"PublicVibe",https://www.google.com/search?q=PublicVibe+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=PublicVibe+Hyderabad/careers,,,,
rational-technologies,"Rational Technologies",https://www.google.com/search?q=Rational%20Technologies+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Rational%20Technologies+Hyderabad/careers,,,,
myclassboard,"MyClassboard",https://www.google.com/search?q=MyClassboard+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=MyClassboard+Hyderabad/careers,,,,
fresh-prints,"Fresh Prints",https://www.google.com/search?q=Fresh%20Prints+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Fresh%20Prints+Hyderabad/careers,,,,
cloudqa,"CloudQA",https://www.google.com/search?q=CloudQA+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=CloudQA+Hyderabad/careers,,,,
placta,"PLACTA",https://www.google.com/search?q=PLACTA+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=PLACTA+Hyderabad/careers,,,,
appincubator-technologies,"AppIncubator Technologies",https://www.google.com/search?q=AppIncubator%20Technologies+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=AppIncubator%20Technologies+Hyderabad/careers,,,,
ekshvaku-tech-innovations,"Ekshvaku Tech Innovations",https://www.google.com/search?q=Ekshvaku%20Tech%20Innovations+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Ekshvaku%20Tech%20Innovations+Hyderabad/careers,,,,
ewoke,"Ewoke",https://www.google.com/search?q=Ewoke+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Ewoke+Hyderabad/careers,,,,
switchnov,"SwitchNov",https://www.google.com/search?q=SwitchNov+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=SwitchNov+Hyderabad/careers,,,,
pandoras-box,"Pandora's Box",https://www.google.com/search?q=Pandora's%20Box+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Pandora's%20Box+Hyderabad/careers,,,,
bombay-farming-co,"Bombay Farming Co",https://www.google.com/search?q=Bombay%20Farming%20Co+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Bombay%20Farming%20Co+Hyderabad/careers,,,,
7seas-entertainment,"7Seas Entertainment",https://www.google.com/search?q=7Seas%20Entertainment+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=7Seas%20Entertainment+Hyderabad/careers,,,,
kellton,"Kellton",https://www.google.com/search?q=Kellton+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Kellton+Hyderabad/careers,,,,
maruti-shanker,"Maruti Shanker",https://www.google.com/search?q=Maruti%20Shanker+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Maruti%20Shanker+Hyderabad/careers,,,,
awiros,"Awiros",https://www.google.com/search?q=Awiros+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Awiros+Hyderabad/careers,,,,
head-digital-works,"Head Digital Works",https://www.google.com/search?q=Head%20Digital%20Works+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Head%20Digital%20Works+Hyderabad/careers,,,,
vitrana,"Vitrana",https://www.google.com/search?q=Vitrana+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Vitrana+Hyderabad/careers,,,,
dr-reddys-research,"Dr Reddy's Research",https://www.google.com/search?q=Dr%20Reddy's%20Research+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Dr%20Reddy's%20Research+Hyderabad/careers,,,,
anus-laboratories,"Anu's Laboratories",https://www.google.com/search?q=Anu's%20Laboratories+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Anu's%20Laboratories+Hyderabad/careers,,,,
aizant-drug-research,"Aizant Drug Research",https://www.google.com/search?q=Aizant%20Drug%20Research+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Aizant%20Drug%20Research+Hyderabad/careers,,,,
suven-pharma,"Suven Pharma",https://www.google.com/search?q=Suven%20Pharma+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Suven%20Pharma+Hyderabad/careers,,,,
sms-pharmaceuticals,"SMS Pharmaceuticals",https://www.google.com/search?q=SMS%20Pharmaceuticals+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=SMS%20Pharmaceuticals+Hyderabad/careers,,,,
virchow-laboratories,"Virchow Laboratories",https://www.google.com/search?q=Virchow%20Laboratories+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Virchow%20Laboratories+Hyderabad/careers,,,,
apollo-health-and-lifestyle,"Apollo Health and Lifestyle",https://www.google.com/search?q=Apollo%20Health%20and%20Lifestyle+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Apollo%20Health%20and%20Lifestyle+Hyderabad/careers,,,,
continental-hospitals,"Continental Hospitals",https://www.google.com/search?q=Continental%20Hospitals+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Continental%20Hospitals+Hyderabad/careers,,,,
sunshine-hospitals,"Sunshine Hospitals",https://www.google.com/search?q=Sunshine%20Hospitals+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Sunshine%20Hospitals+Hyderabad/careers,,,,
aware-gleneagles-global-hospitals,"Aware Gleneagles Global Hospitals",https://www.google.com/search?q=Aware%20Gleneagles%20Global%20Hospitals+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Aware%20Gleneagles%20Global%20Hospitals+Hyderabad/careers,,,,
fernandez-foundation,"Fernandez Foundation",https://www.google.com/search?q=Fernandez%20Foundation+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Fernandez%20Foundation+Hyderabad/careers,,,,
sreshta-diagnostics,"Sreshta Diagnostics",https://www.google.com/search?q=Sreshta%20Diagnostics+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Sreshta%20Diagnostics+Hyderabad/careers,,,,
vijaya-diagnostic-centre,"Vijaya Diagnostic Centre",https://www.google.com/search?q=Vijaya%20Diagnostic%20Centre+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Vijaya%20Diagnostic%20Centre+Hyderabad/careers,,,,
lucid-diagnostics,"Lucid Diagnostics",https://www.google.com/search?q=Lucid%20Diagnostics+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Lucid%20Diagnostics+Hyderabad/careers,,,,
4basecare,"4baseCare",https://www.google.com/search?q=4baseCare+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=4baseCare+Hyderabad/careers,,,,
healthkon,"Healthkon",https://www.google.com/search?q=Healthkon+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Healthkon+Hyderabad/careers,,,,
aidia-health,"Aidia Health",https://www.google.com/search?q=Aidia%20Health+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Aidia%20Health+Hyderabad/careers,,,,
hclub-medical-services,"HClub Medical Services",https://www.google.com/search?q=HClub%20Medical%20Services+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=HClub%20Medical%20Services+Hyderabad/careers,,,,
ameyaa-tech-solutions,"Ameyaa Tech Solutions",https://www.google.com/search?q=Ameyaa%20Tech%20Solutions+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Ameyaa%20Tech%20Solutions+Hyderabad/careers,,,,
telekha-networking-technologies,"Telekha Networking Technologies",https://www.google.com/search?q=Telekha%20Networking%20Technologies+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Telekha%20Networking%20Technologies+Hyderabad/careers,,,,
naturesani,"Naturesani",https://www.google.com/search?q=Naturesani+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Naturesani+Hyderabad/careers,,,,
learnograph-e-learning-india,"Learnograph E-Learning India",https://www.google.com/search?q=Learnograph%20E-Learning%20India+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Learnograph%20E-Learning%20India+Hyderabad/careers,,,,
bharathi-tech-services,"Bharathi Tech Services",https://www.google.com/search?q=Bharathi%20Tech%20Services+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Bharathi%20Tech%20Services+Hyderabad/careers,,,,
rakshideep-consultancy-services,"Rakshideep Consultancy Services",https://www.google.com/search?q=Rakshideep%20Consultancy%20Services+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Rakshideep%20Consultancy%20Services+Hyderabad/careers,,,,
ormal-foods,"Orm�al Foods",https://www.google.com/search?q=Orm%C3%A9al%20Foods+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Orm%C3%A9al%20Foods+Hyderabad/careers,,,,
ducere-technologies,"Ducere Technologies",https://www.google.com/search?q=Ducere%20Technologies+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Ducere%20Technologies+Hyderabad/careers,,,,
reckon-green-innovations,"Reckon Green Innovations",https://www.google.com/search?q=Reckon%20Green%20Innovations+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Reckon%20Green%20Innovations+Hyderabad/careers,,,,
autonomous-logistics-technologies,"Autonomous Logistics Technologies",https://www.google.com/search?q=Autonomous%20Logistics%20Technologies+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Autonomous%20Logistics%20Technologies+Hyderabad/careers,,,,
feel-good-innovations,"Feel Good Innovations",https://www.google.com/search?q=Feel%20Good%20Innovations+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Feel%20Good%20Innovations+Hyderabad/careers,,,,
creactos-projects,"Creactos Projects",https://www.google.com/search?q=Creactos%20Projects+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Creactos%20Projects+Hyderabad/careers,,,,
sumvn,"SUMVN",https://www.google.com/search?q=SUMVN+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=SUMVN+Hyderabad/careers,,,,
sensworx-systems-india,"Sensworx Systems India",https://www.google.com/search?q=Sensworx%20Systems%20India+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Sensworx%20Systems%20India+Hyderabad/careers,,,,
rregulus-technologies-solutions,"RRegulus Technologies Solutions",https://www.google.com/search?q=RRegulus%20Technologies%20Solutions+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=RRegulus%20Technologies%20Solutions+Hyderabad/careers,,,,
saycheez-solutions,"Saycheez Solutions",https://www.google.com/search?q=Saycheez%20Solutions+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Saycheez%20Solutions+Hyderabad/careers,,,,
bodes-technologies,"Bodes Technologies",https://www.google.com/search?q=Bodes%20Technologies+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Bodes%20Technologies+Hyderabad/careers,,,,
safetyon-apparels,"Safetyon Apparels",https://www.google.com/search?q=Safetyon%20Apparels+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Safetyon%20Apparels+Hyderabad/careers,,,,
tough-troops,"Tough Troops",https://www.google.com/search?q=Tough%20Troops+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Tough%20Troops+Hyderabad/careers,,,,
1health-integrated-services,"1Health Integrated Services",https://www.google.com/search?q=1Health%20Integrated%20Services+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=1Health%20Integrated%20Services+Hyderabad/careers,,,,
prescription-pack,"Prescription Pack",https://www.google.com/search?q=Prescription%20Pack+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Prescription%20Pack+Hyderabad/careers,,,,
humblegreen-solutions,"Humblegreen Solutions",https://www.google.com/search?q=Humblegreen%20Solutions+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Humblegreen%20Solutions+Hyderabad/careers,,,,
lourdu-technologies,"Lourdu Technologies",https://www.google.com/search?q=Lourdu%20Technologies+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Lourdu%20Technologies+Hyderabad/careers,,,,
proedu-academy,"ProEdu Academy",https://www.google.com/search?q=ProEdu%20Academy+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=ProEdu%20Academy+Hyderabad/careers,,,,
archelite-construction-services-llp,"ARCHELITE CONSTRUCTION SERVICES LLP",https://www.google.com/search?q=ARCHELITE%20CONSTRUCTION%20SERVICES%20LLP+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=ARCHELITE%20CONSTRUCTION%20SERVICES%20LLP+Hyderabad/careers,,,,
favo-construction-technologies,"FAVO CONSTRUCTION TECHNOLOGIES",https://www.google.com/search?q=FAVO%20CONSTRUCTION%20TECHNOLOGIES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=FAVO%20CONSTRUCTION%20TECHNOLOGIES+Hyderabad/careers,,,,
tscon-projects,"TSCON PROJECTS",https://www.google.com/search?q=TSCON%20PROJECTS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=TSCON%20PROJECTS+Hyderabad/careers,,,,
ojasyaa-infra-solutions,"ojasyaa infra solutions",https://www.google.com/search?q=ojasyaa%20infra%20solutions+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=ojasyaa%20infra%20solutions+Hyderabad/careers,,,,
c-square-group,"C SQUARE GROUP",https://www.google.com/search?q=C%20SQUARE%20GROUP+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=C%20SQUARE%20GROUP+Hyderabad/careers,,,,
teamtech-formwork-solutions,"TEAMTECH FORMWORK SOLUTIONS",https://www.google.com/search?q=TEAMTECH%20FORMWORK%20SOLUTIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=TEAMTECH%20FORMWORK%20SOLUTIONS+Hyderabad/careers,,,,
kreayotoo-solutions,"KREAYOTOO SOLUTIONS",https://www.google.com/search?q=KREAYOTOO%20SOLUTIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=KREAYOTOO%20SOLUTIONS+Hyderabad/careers,,,,
ab-offshore-trading,"AB OFFSHORE TRADING",https://www.google.com/search?q=AB%20OFFSHORE%20TRADING+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=AB%20OFFSHORE%20TRADING+Hyderabad/careers,,,,
beforest-lifestyle-solutions,"BEFOREST LIFESTYLE SOLUTIONS",https://www.google.com/search?q=BEFOREST%20LIFESTYLE%20SOLUTIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=BEFOREST%20LIFESTYLE%20SOLUTIONS+Hyderabad/careers,,,,
surein-projects,"SUREIN PROJECTS",https://www.google.com/search?q=SUREIN%20PROJECTS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=SUREIN%20PROJECTS+Hyderabad/careers,,,,
lsb-temerity-infra,"LSB TEMERITY INFRA",https://www.google.com/search?q=LSB%20TEMERITY%20INFRA+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=LSB%20TEMERITY%20INFRA+Hyderabad/careers,,,,
deeksha-projects-and-staffing,"DEEKSHA PROJECTS AND STAFFING",https://www.google.com/search?q=DEEKSHA%20PROJECTS%20AND%20STAFFING+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=DEEKSHA%20PROJECTS%20AND%20STAFFING+Hyderabad/careers,,,,
vinro-techcon-solutions,"VINRO TECHCON SOLUTIONS",https://www.google.com/search?q=VINRO%20TECHCON%20SOLUTIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=VINRO%20TECHCON%20SOLUTIONS+Hyderabad/careers,,,,
cims-project-management-consultants,"CIMS PROJECT MANAGEMENT CONSULTANTS",https://www.google.com/search?q=CIMS%20PROJECT%20MANAGEMENT%20CONSULTANTS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=CIMS%20PROJECT%20MANAGEMENT%20CONSULTANTS+Hyderabad/careers,,,,
vananir-bim,"VANANIR BIM",https://www.google.com/search?q=VANANIR%20BIM+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=VANANIR%20BIM+Hyderabad/careers,,,,
urbanelectric-infra-services,"URBANELECTRIC INFRA SERVICES",https://www.google.com/search?q=URBANELECTRIC%20INFRA%20SERVICES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=URBANELECTRIC%20INFRA%20SERVICES+Hyderabad/careers,,,,
skathi-infrastructure,"SKATHI INFRASTRUCTURE",https://www.google.com/search?q=SKATHI%20INFRASTRUCTURE+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=SKATHI%20INFRASTRUCTURE+Hyderabad/careers,,,,
av-zero-touch,"AV ZERO TOUCH",https://www.google.com/search?q=AV%20ZERO%20TOUCH+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=AV%20ZERO%20TOUCH+Hyderabad/careers,,,,
ssmeet-infrastructure,"SSMEET INFRASTRUCTURE",https://www.google.com/search?q=SSMEET%20INFRASTRUCTURE+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=SSMEET%20INFRASTRUCTURE+Hyderabad/careers,,,,
savin-delta-products,"SAVIN DELTA PRODUCTS",https://www.google.com/search?q=SAVIN%20DELTA%20PRODUCTS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=SAVIN%20DELTA%20PRODUCTS+Hyderabad/careers,,,,
bmss-engineers,"BMSS ENGINEERS",https://www.google.com/search?q=BMSS%20ENGINEERS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=BMSS%20ENGINEERS+Hyderabad/careers,,,,
asara-corporation,"ASARA CORPORATION",https://www.google.com/search?q=ASARA%20CORPORATION+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=ASARA%20CORPORATION+Hyderabad/careers,,,,
flytta-innovations,"FLYTTA INNOVATIONS",https://www.google.com/search?q=FLYTTA%20INNOVATIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=FLYTTA%20INNOVATIONS+Hyderabad/careers,,,,
next-drive-transportation-and-services,"NEXT DRIVE TRANSPORTATION AND SERVICES",https://www.google.com/search?q=NEXT%20DRIVE%20TRANSPORTATION%20AND%20SERVICES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=NEXT%20DRIVE%20TRANSPORTATION%20AND%20SERVICES+Hyderabad/careers,,,,
shiv-durga-tours-and-travels,"SHIV DURGA TOURS AND TRAVELS",https://www.google.com/search?q=SHIV%20DURGA%20TOURS%20AND%20TRAVELS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=SHIV%20DURGA%20TOURS%20AND%20TRAVELS+Hyderabad/careers,,,,
roppen-transportation-services,"ROPPEN TRANSPORTATION SERVICES",https://www.google.com/search?q=ROPPEN%20TRANSPORTATION%20SERVICES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=ROPPEN%20TRANSPORTATION%20SERVICES+Hyderabad/careers,,,,
lithius-energy,"LITHIUS ENERGY",https://www.google.com/search?q=LITHIUS%20ENERGY+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=LITHIUS%20ENERGY+Hyderabad/careers,,,,
pickkup,"Pickkup",https://www.google.com/search?q=Pickkup+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Pickkup+Hyderabad/careers,,,,
exprs-techno-logistics,"EXPRS TECHNO LOGISTICS",https://www.google.com/search?q=EXPRS%20TECHNO%20LOGISTICS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=EXPRS%20TECHNO%20LOGISTICS+Hyderabad/careers,,,,
zipzap-logistics,"ZIPZAP LOGISTICS",https://www.google.com/search?q=ZIPZAP%20LOGISTICS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=ZIPZAP%20LOGISTICS+Hyderabad/careers,,,,
forgepath,"FORGEPATH",https://www.google.com/search?q=FORGEPATH+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=FORGEPATH+Hyderabad/careers,,,,
eternalgreen-innovations,"ETERNALGREEN INNOVATIONS",https://www.google.com/search?q=ETERNALGREEN%20INNOVATIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=ETERNALGREEN%20INNOVATIONS+Hyderabad/careers,,,,
cmora-cargotech,"CMORA CARGOTECH",https://www.google.com/search?q=CMORA%20CARGOTECH+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=CMORA%20CARGOTECH+Hyderabad/careers,,,,
trugo-logistics-solutions,"TRUGO LOGISTICS SOLUTIONS",https://www.google.com/search?q=TRUGO%20LOGISTICS%20SOLUTIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=TRUGO%20LOGISTICS%20SOLUTIONS+Hyderabad/careers,,,,
booktranspo-india,"BOOKTRANSPO INDIA",https://www.google.com/search?q=BOOKTRANSPO%20INDIA+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=BOOKTRANSPO%20INDIA+Hyderabad/careers,,,,
whizzy-logistic-technologies,"WHIZZY LOGISTIC TECHNOLOGIES",https://www.google.com/search?q=WHIZZY%20LOGISTIC%20TECHNOLOGIES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=WHIZZY%20LOGISTIC%20TECHNOLOGIES+Hyderabad/careers,,,,
poovadan-brothers,"POOVADAN BROTHERS",https://www.google.com/search?q=POOVADAN%20BROTHERS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=POOVADAN%20BROTHERS+Hyderabad/careers,,,,
gaido-technologies,"GAIDO TECHNOLOGIES",https://www.google.com/search?q=GAIDO%20TECHNOLOGIES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=GAIDO%20TECHNOLOGIES+Hyderabad/careers,,,,
hoppica-eco-solutions,"HOPPICA ECO SOLUTIONS",https://www.google.com/search?q=HOPPICA%20ECO%20SOLUTIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=HOPPICA%20ECO%20SOLUTIONS+Hyderabad/careers,,,,
deusexvolt-electric,"DEUSEXVOLT ELECTRIC",https://www.google.com/search?q=DEUSEXVOLT%20ELECTRIC+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=DEUSEXVOLT%20ELECTRIC+Hyderabad/careers,,,,
